Sample	Plasmid_PPI	Chrom_PPI	Fraction
Psychrobacter_arcticus_273-4_	29647	742	0.976
Psychrobacter_cryohalolentis_K5_	32143	2567	0.926
Psychrobacter_lutiphocae_DSM_21542_	0	31812	0.000
Psychrobacter_phenylpyruvicus_DSM_7000_=_NBRC_102152_	0	31144	0.000
Psychrobacter_sp._1501	31135	689	0.978
Psychrobacter_sp._JCM_18900_	38092	2086	0.948
Psychrobacter_sp._PAMC_21119_	0	42493	0.000
Psychrobacter_sp._PRwf-1_	24512	1710	0.935
Psychrobacter_sp._TB15_	0	34960	0.000
Psychrobacter_sp._TB67_	0	36287	0.000
Psychroflexus_gondwanensis_ACAM_44_	37393	3763	0.909
Psychroflexus_torquis_ATCC_700755_	32835	8180	0.801
Psychroflexus_tropicus_DSM_15496_	0	36313	0.000
Psychromonas_ingrahamii_37_	44827	2856	0.940
Psychromonas_ossibalaenae_ATCC_BAA-1528_	0	92780	0.000
Psychromonas_sp._CNPT3_	35597	1227	0.967
Psychroserpens_burtonensis_DSM_12212_	0	44445	0.000
Psychroserpens_sp._PAMC_27130_	0	50284	0.000
Pusillimonas_noertemannii_BS8_	0	62621	0.000
Pusillimonas_sp._T7-7_	43113	8902	0.829
Pyramidobacter_piscolens_W5455_	28856	2821	0.911
Rahnella_aquatilis_CIP_78.65_=_ATCC_33071_	68451	4260	0.941
Rahnella_aquatilis_HX2_	53649	4565	0.922
Rahnella_sp._Y9602_	54681	11154	0.831
Ralstonia_eutropha_H16_	107625	8575	0.926
Ralstonia_eutropha_JMP134_	88072	16821	0.840
Ralstonia_pickettii_12J_	58343	13602	0.811
Ralstonia_pickettii_DTP0602_	101497	17161	0.855
Ralstonia_solanacearum_GMI1000_	73386	4815	0.938
Ralstonia_solanacearum_Po82_	34076	859	0.975
Ralstonia_solanacearum_PSI07_	61273	3742	0.942
Ralstonia_sp._AU12-08_	88087	10949	0.889
Ralstonia_sp._PBA_	54090	5678	0.905
Ramlibacter_tataouinensis_TTB310_	46963	3668	0.928
Raoultella_ornithinolytica_B6_	68545	618	0.991
Raphidiopsis_brookii_D9_	49999	6056	0.892
Rathayibacter_toxicus_DSM_7488_	18929	1281	0.937
Renibacterium_salmoninarum_ATCC_33209_	35478	4992	0.877
Reyranella_massiliensis_521_	0	87668	0.000
Rheinheimera_baltica_DSM_14885_	0	63192	0.000
Rheinheimera_perlucida_DSM_18276_	0	61450	0.000
Rheinheimera_sp._A13L_	65052	4736	0.932
Rhizobiales_bacterium_YIM_77505_	0	70150	0.000
Rhizobium_alamii_	0	138139	0.000
Rhizobium_etli_bv._mimosae_str._IE4771_	51384	3631	0.934
Rhizobium_etli_CFN_42_	51874	3528	0.936
Rhizobium_etli_CIAT_652_	57780	6205	0.903
Rhizobium_gallicum_bv._gallicum_R602sp_	125782	11449	0.917
Rhizobium_giardinii_bv._giardinii_H152_	0	127551	0.000
Rhizobium_grahamii_CCGE_502_	86233	7062	0.924
Rhizobium_larrymoorei_ATCC_51759_	0	86502	0.000
Rhizobium_leguminosarum_bv._trifolii_CB782_	47386	7262	0.867
Rhizobium_leguminosarum_bv._trifolii_WSM2304_	56300	13354	0.808
Rhizobium_leguminosarum_bv._viciae_248_	125989	12470	0.910
Rhizobium_leguminosarum_bv._viciae_3841_	79522	6866	0.921
Rhizobium_leguminosarum_bv._viciae_GB30_	134691	10263	0.929
Rhizobium_leucaenae_USDA_9039_	0	117190	0.000
Rhizobium_mesoamericanum_STM3625_	104329	3097	0.971
Rhizobium_mongolense_USDA_1844_	0	124396	0.000
Rhizobium_rubi_NBRC_13261_	80044	3812	0.955
Rhizobium_selenitireducens_ATCC_BAA-1503_	0	81361	0.000
Rhizobium_sp._2MFCol3.1_	0	99385	0.000
Rhizobium_sp._CCGE_510_	83650	4695	0.947
Rhizobium_sp._CF080_	110110	21486	0.837
Rhizobium_sp._CF097_	0	123843	0.000
Rhizobium_sp._CF122_	96307	12728	0.883
Rhizobium_sp._CF394_	0	115797	0.000
Rhizobium_sp._IBUN_	0	108270	0.000
Rhizobium_sp._LPU83_	41769	2678	0.940
Rhizobium_sp._OK494_	0	125272	0.000
Rhizobium_sp._R1-200B2_	70364	4509	0.940
Rhizobium_sp._YR295_	0	118337	0.000
Rhizobium_sp._YR519_	0	96685	0.000
Rhizobium_sullae_WSM1592_	0	132421	0.000
Rhizobium_tropici_CIAT_899_	38075	3511	0.916
Rhizobium_undicola_ORS_992_=_ATCC_700741_	0	68166	0.000
Rhizobium_vignae_	0	113550	0.000
Rhodanobacter_denitrificans_	37574	5610	0.870
Rhodanobacter_fulvus_Jip2_	49299	2704	0.948
Rhodanobacter_spathiphylli_B39_	40518	3087	0.929
Rhodanobacter_thiooxydans_LCS2_	53558	2741	0.951
Rhodobacteraceae_bacterium_HIMB11_	58664	2859	0.954
Rhodobacteraceae_bacterium_HTCC2083_	75091	1012	0.987
Rhodobacteraceae_bacterium_HTCC2150_	51170	3672	0.933
Rhodobacteraceae_bacterium_KLH11_	76121	2810	0.964
Rhodobacterales_bacterium_HTCC2255_	42273	1127	0.974
Rhodobacterales_bacterium_Y4I_	77070	1998	0.975
Rhodobacter_capsulatus_SB_1003_	43926	2329	0.950
Rhodobacter_sphaeroides_2.4.1_	56418	2798	0.953
Rhodobacter_sphaeroides_ATCC_17025_	50740	5191	0.907
Rhodobacter_sp._SW2_	58903	5078	0.921
Rhodococcus_defluvii_	0	85527	0.000
Rhodococcus_equi_103S_	61107	10300	0.856
Rhodococcus_erythropolis_PR4_	89560	7856	0.919
Rhodococcus_fascians_	71151	13559	0.840
Rhodococcus_jostii_RHA1_	151340	11303	0.931
Rhodococcus_opacus_	123457	22486	0.846
Rhodococcus_pyridinivorans_SB3094_	56202	10627	0.841
Rhodococcus_rhodnii_LMG_5362_	62676	6144	0.911
Rhodococcus_rhodochrous_ATCC_21198_	105941	14534	0.879
Rhodococcus_ruber_Chol-4_	67632	3782	0.947
Rhodococcus_sp._AW25M09_	78874	7483	0.913
Rhodococcus_sp._UNC23MFCrub1.1_	0	69929	0.000
Rhodococcus_sp._UNC363MFTsu5.1_	0	81257	0.000
Rhodococcus_triatomae_BKS_15-14_	104314	8681	0.923
Rhodoferax_ferrireducens_T118_	60798	9485	0.865
Rhodoferax_saidenbachensis_ED16_	41064	5671	0.879
Rhodomicrobium_vannielii_ATCC_17100_	40741	4839	0.894
Rhodonellum_psychrophilum_GCM71_=_DSM_17998_	54890	11456	0.827
Rhodopirellula_baltica_SH_1_	85343	8812	0.906
Rhodopirellula_sp._SWK7_	91450	19867	0.822
Rhodopseudomonas_palustris_BisA53_	74534	9337	0.889
Rhodopseudomonas_palustris_BisB18_	72314	8584	0.894
Rhodopseudomonas_palustris_BisB5_	50637	9157	0.847
Rhodopseudomonas_palustris_CGA009_	97914	4730	0.954
Rhodopseudomonas_palustris_DX-1_	68498	24849	0.734
Rhodopseudomonas_palustris_HaA2_	57171	10917	0.840
Rhodospirillales_bacterium_URHD0088_	0	139201	0.000
Rhodospirillum_centenum_SW_	55104	2108	0.963
Rhodospirillum_photometricum_DSM_122_	51666	1827	0.966
Rhodospirillum_rubrum_ATCC_11170_	50056	4879	0.911
Rhodothermus_marinus_DSM_4252_	34369	5651	0.859
Rhodovibrio_salinarum_DSM_9154_	0	58266	0.000
Rhodovulum_sp._NI22_	54899	5034	0.916
Rhodovulum_sp._PH10_	75169	4608	0.942
Rhodovulum_sulfidophilum_DSM_1374_	37307	3284	0.919
Richelia_intracellularis_HH01_	25731	8590	0.750
Rickettsia_akari_str._Hartford_	15293	361	0.977
Rickettsia_australis_str._Cutlack_	15415	329	0.979
Rickettsia_bellii_OSU_85-389_	15641	1100	0.934
Rickettsia_bellii_RML369-C_	17992	306	0.983
Rickettsia_canadensis_str._McKiel_	14643	206	0.986
Rickettsia_felis_URRWXCal2_	16841	427	0.975
Rickettsia_helvetica_C9P9_	0	21979	0.000
Rickettsia_prowazekii_str._Madrid_E_	16267	63	0.996
Rickettsia_rickettsii_str._Iowa_	16210	409	0.975
Rickettsia_sibirica_246_	20817	381	0.982
Rickettsia_tamurae_	0	25010	0.000
Rickettsia_typhi_str._Wilmington_	15152	30	0.998
Rickettsiella_grylli_	20184	390	0.981
Riemerella_anatipestifer_RA-GD_	24965	1531	0.942
Riemerella_columbina_DSM_16469_	0	29303	0.000
Rikenellaceae_bacterium_M3_	21746	9373	0.699
Rikenella_microfusus_DSM_15922_	0	24142	0.000
Rivularia_sp._PCC_7116_	53546	19836	0.730
Robiginitalea_biformata_HTCC2501_	31399	8449	0.788
Robiginitomaculum_antarcticum_DSM_21748_	0	33911	0.000
Robinsoniella_peoriensis_	0	121306	0.000
Roseburia_hominis_A2-183_	36177	6358	0.851
Roseburia_inulinivorans_DSM_16841_	60301	8501	0.876
Roseibacterium_elongatum_DSM_19469_	40404	5966	0.871
Roseibium_sp._TrichSKD4_	87093	11573	0.883
Roseiflexus_castenholzii_DSM_13941_	55990	15452	0.784
Roseiflexus_sp._RS-1_	59991	25792	0.699
Roseivivax_halodurans_JCM_10272_	62733	4470	0.933
Roseivivax_isoporae_LMG_25204_	76838	6375	0.923
Roseivivax_sp._22II-s10s_	74956	6611	0.919
Roseobacter_denitrificans_OCh_114_	46925	2391	0.952
Roseobacter_litoralis_Och_149_	46386	3648	0.927
Roseobacter_sp._AzwK-3b_	67154	4868	0.932
Roseobacter_sp._CCS2_	52895	3897	0.931
Roseobacter_sp._GAI101_	69089	1651	0.977
Roseobacter_sp._MED193_	66112	7053	0.904
Roseobacter_sp._SK209-2-6_	79787	5601	0.934
Roseomonas_aerilata_DSM_19363_	0	96759	0.000
Roseomonas_gilardii_subsp._rosea_ATCC_BAA-691_	37235	5361	0.874
Roseomonas_sp._B5_	0	63870	0.000
Roseovarius_mucosus_DSM_17069_	54829	3795	0.935
Roseovarius_nubinhibens_ISM_	59392	3968	0.937
Roseovarius_sp._217_	88235	9039	0.907
Roseovarius_sp._MCTG156	0	97938	0.000
Roseovarius_sp._TM1035_	88726	5547	0.941
Rothia_dentocariosa_ATCC_17931_	20733	1006	0.954
Rothia_mucilaginosa_DY-18_	17799	1708	0.912
Ruania_albidiflava_DSM_18029_	0	53110	0.000
Rubidibacter_lacunae_KORDI_51-2_	51385	5489	0.903
Rubritalea_marina_DSM_17716_	0	28695	0.000
Rubritepida_flocculans_DSM_14296_	0	57304	0.000
Rubrivivax_benzoatilyticus_JA2_=_ATCC_BAA-35_	65720	4695	0.933
Rubrivivax_gelatinosus_IL144_	89809	1332	0.985
Rubrobacter_radiotolerans_	25804	5081	0.835
Rubrobacter_xylanophilus_DSM_9941_	33062	5735	0.852
Rudaea_cellulosilytica_DSM_22992_	0	47227	0.000
Rudanella_lutea_DSM_19387_	0	85478	0.000
Ruegeria_conchae_	0	88459	0.000
Ruegeria_halocynthiae_	66272	6291	0.913
Ruegeria_pomeroyi_DSS-3_	50063	3651	0.932
Ruegeria_sp._R11_	63728	1163	0.982
Ruegeria_sp._TM1040_	38385	4225	0.901
Ruminiclostridium_thermocellum_ATCC_27405_	44405	6046	0.880
Ruminobacter_sp._RM87_	0	28934	0.000
Ruminococcaceae_bacterium_AB4001_	0	30959	0.000
Ruminococcaceae_bacterium_AE2021_	0	33600	0.000
Ruminococcaceae_bacterium_D16_	32669	6304	0.838
Ruminococcus_albus_7_=_DSM_20455_	24933	7590	0.767
Ruminococcus_albus_8_	42982	4532	0.905
Ruminococcus_albus_AD2013_	45130	4815	0.904
Ruminococcus_bicirculans_	24188	2024	0.923
Ruminococcus_callidus_ATCC_27760_	35040	5746	0.859
Ruminococcus_flavefaciens_007c_	36738	5585	0.868
Ruminococcus_flavefaciens_AE3010_	36928	7584	0.830
Ruminococcus_flavefaciens_FD-1_	43635	13344	0.766
Ruminococcus_flavefaciens_MA2007_	36258	7318	0.832
Ruminococcus_gauvreauii_DSM_19829_	0	57718	0.000
Ruminococcus_gnavus_ATCC_29149_	51629	5589	0.902
Ruminococcus_lactaris_ATCC_29176_	34311	2194	0.940
Ruminococcus_obeum_ATCC_29174_	48259	5775	0.893
Ruminococcus_sp._5_1_39BFAA_	53086	8807	0.858
Ruminococcus_sp._FC2018_	0	29709	0.000
Ruminococcus_sp._HUN007_	0	44554	0.000
Ruminococcus_sp._NK3A76_	0	38600	0.000
Ruminococcus_torques_ATCC_27756_	37446	2422	0.939
Runella_slithyformis_DSM_19594_	49856	19998	0.714
Saccharibacillus_kuerlensis_DSM_22868_	0	80629	0.000
Saccharibacter_floricola_DSM_15669_	0	27962	0.000
Saccharibacter_sp._AM169_	24653	1021	0.960
Saccharomonospora_azurea_SZMC_14600_	67103	6838	0.908
Saccharomonospora_cyanea_NA-134_	80588	7500	0.915
Saccharomonospora_glauca_K62_	61491	6020	0.911
Saccharomonospora_marina_XMU15_	92537	11547	0.889
Saccharomonospora_sp._CNQ490_	0	70667	0.000
Saccharomonospora_viridis_DSM_43017_	35719	8465	0.808
Saccharomonospora_xinjiangensis_XJ-54_	66959	5822	0.920
Saccharophagus_degradans_2-40_	43384	8240	0.840
Saccharopolyspora_erythraea_NRRL_2338_	99983	7746	0.928
Saccharopolyspora_rectivirgula_	54747	7131	0.885
Saccharopolyspora_spinosa_NRRL_18395_	0	128882	0.000
Saccharospirillum_impatiens_DSM_12546_	0	70619	0.000
Saccharothrix_espanaensis_DSM_44229_	73074	20901	0.778
Saccharothrix_sp._NRRL_B-16314_	0	147745	0.000
Saccharothrix_syringae_	0	205240	0.000
Sagittula_stellata_E-37_	79852	9828	0.890
Salegentibacter_sp._Hel_I_6_	0	53419	0.000
Salimicrobium_sp._MJ3_	34129	2855	0.923
Salinarimonas_rosea_DSM_21201_	0	90814	0.000
Salinibacter_ruber_DSM_13855_	31202	2148	0.936
Salinicoccus_albus_DSM_19776_	0	35808	0.000
Salinicoccus_carnicancri_Crm_	0	41641	0.000
Salinimicrobium_terrae_DSM_17865_	0	48652	0.000
Salinimonas_chungwhensis_DSM_16280_	0	58257	0.000
Salinisphaera_hydrothermalis_C41B8_	57420	2937	0.951
Salinisphaera_shabanensis_E1L3A_	57044	846	0.985
Salinispora_arenicola_CNS-205_	43719	11891	0.786
Salinispora_pacifica_CNT003_	0	81438	0.000
Salinispora_tropica_CNB-440_	44765	15206	0.746
Salipiger_mucosus_DSM_16094_	93557	11469	0.891
Salisaeta_longa_DSM_21114_	0	36581	0.000
Salmonella_bongori_N268-08_	53489	8091	0.869
Salmonella_bongori_NCTC_12419_	53161	444	0.992
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_	70452	2063	0.972
Salsuginibacillus_kocurii_DSM_18087_	0	59194	0.000
Sandarakinorhabdus_limnophila_DSM_17366_	0	36088	0.000
Sandarakinorhabdus_sp._AAP62_	0	40617	0.000
Sanguibacter_keddieii_DSM_10542_	35192	7035	0.833
Saprospira_grandis_str._Lewin_	25973	3717	0.875
SAR116_cluster_alpha_proteobacterium_HIMB100_	37886	1498	0.962
Scardovia_inopinata_F0304_	24166	1419	0.945
Scardovia_wiggsiae_F0424_	22142	522	0.977
Schleiferia_thermophila_str._Yellowstone_	29351	3020	0.907
Schlesneria_paludicola_DSM_18645_	0	134765	0.000
Sciscionella_sp._SE31_	0	122559	0.000
[Scytonema_hofmanni]_UTEX_2349_	0	104301	0.000
Sebaldella_termitidis_ATCC_33386_	37314	10634	0.778
Sedimentitalea_nanhaiensis_DSM_24252_	87337	9118	0.905
Sediminibacterium_sp._C3_	0	39836	0.000
Sediminibacterium_sp._OR53_	0	40175	0.000
Sediminibacter_sp._Hel_I_10_	0	51407	0.000
Sediminimonas_qiaohouensis_DSM_21189_	0	65242	0.000
Segetibacter_koreensis_DSM_18137_	0	82508	0.000
Segniliparus_rotundus_DSM_44985_	25879	4794	0.844
Segniliparus_rugosus_ATCC_BAA-974_	43376	7693	0.849
Selenomonas_bovis_DSM_23594_	0	39817	0.000
Selenomonas_flueggei_ATCC_43531_	40727	662	0.984
Selenomonas_infelix_ATCC_43532_	40546	2120	0.950
Selenomonas_noxia_ATCC_43541_	36151	492	0.987
Selenomonas_noxia_F0398_	34876	1991	0.946
Selenomonas_ruminantium_AB3002_	46102	3384	0.932
Selenomonas_ruminantium_AC2024_	36979	9864	0.789
Selenomonas_ruminantium_subsp._lactilytica_TAM6421_	37984	1709	0.957
Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_	43357	10864	0.800
Selenomonas_sp._AE3005_	0	43316	0.000
Selenomonas_sp._F0473_	35228	1384	0.962
Selenomonas_sp._FOBRC6_	46608	1578	0.967
Selenomonas_sp._FOBRC9_	39217	1935	0.953
Selenomonas_sp._ND2010_	0	53062	0.000
Selenomonas_sp._oral_taxon_137_str._F0430_	41743	1882	0.957
Selenomonas_sp._oral_taxon_138_str._F0429_	44301	2717	0.942
Selenomonas_sp._oral_taxon_149_str._67H29BP_	41660	1119	0.974
Selenomonas_sp._oral_taxon_892_str._F0426_	37224	3208	0.921
Selenomonas_sputigena_ATCC_35185_	29326	1782	0.943
Senegalimassilia_anaerobia_JC110_	0	23478	0.000
Serinicoccus_marinus_DSM_15273_	0	52963	0.000
Serinicoccus_profundi_MCCC_1A05965_	0	55058	0.000
Serratia_fonticola_AU-AP2C_	41375	6042	0.873
Serratia_fonticola_RB-25_	81091	5363	0.938
Serratia_grimesii_	68663	2856	0.960
Serratia_marcescens_FGI94_	49098	4311	0.919
Serratia_marcescens_subsp._marcescens_Db11_	58535	2629	0.957
Serratia_plymuthica_	57324	4615	0.925
Serratia_proteamaculans_568_	57828	10121	0.851
Serratia_sp._Ag1_	75531	6339	0.923
Serratia_sp._ATCC_39006_	58124	3249	0.947
Serratia_sp._DD3_	79711	1081	0.987
Serratia_sp._H1n_	0	92555	0.000
Serratia_sp._M24T3_	66708	3477	0.950
Serratia_symbiotica_str._'Cinara_cedri'_	12188	1	1.000
Sharpea_azabuensis_DSM_18934_	48288	1497	0.970
Shewanella_amazonensis_SB2B_	43782	4602	0.905
Shewanella_denitrificans_OS217_	54886	3778	0.936
Shewanella_frigidimarina_NCIMB_400_	47792	4918	0.907
Shewanella_halifaxensis_HAW-EB4_	63383	6797	0.903
Shewanella_haliotis_JCM_14758_	0	113673	0.000
Shewanella_loihica_PV-4_	47944	4488	0.914
Shewanella_marina_JCM_15074_	0	74073	0.000
Shewanella_oneidensis_MR-1_	69588	991	0.986
Shewanella_pealeana_ATCC_700345_	57208	6314	0.901
Shewanella_piezotolerans_WP3_	62451	7378	0.894
Shewanella_putrefaciens_CN-32_	64468	4823	0.930
Shewanella_sediminis_HAW-EB3_	63989	7143	0.900
Shewanella_sp._ANA-3_	53270	6327	0.894
Shewanella_sp._YQH10_	62873	1891	0.971
Shewanella_violacea_DSS12_	50199	2909	0.945
Shewanella_waksmanii_ATCC_BAA-643_	0	78437	0.000
Shewanella_woodyi_ATCC_51908_	53883	7804	0.873
Shigella_flexneri_2a_str._301_	62021	1308	0.979
Shimazuella_kribbensis_DSM_45090_	0	43625	0.000
Shimwellia_blattae_DSM_4481_=_NBRC_105725_	50665	1515	0.971
Shinella_sp._DD12_	156952	4731	0.971
Shuttleworthia_satelles_DSM_14600_	33220	1949	0.945
Shuttleworthia_sp._MSX8B_	30124	1077	0.965
Sideroxydans_lithotrophicus_ES-1_	37832	4386	0.896
Silanimonas_lenta_DSM_16282_	0	41628	0.000
Silicibacter_lacuscaerulensis_ITI-1157_	58883	2390	0.961
Silicibacter_sp._TrichCH4B_	78491	5745	0.932
Simiduia_agarivorans_SA1_=_DSM_21679_	47719	5292	0.900
Simkania_negevensis_Z_	19416	1335	0.936
Simonsiella_muelleri_ATCC_29453_	28996	2847	0.911
Simplicispira_psychrophila_DSM_11588_	0	70710	0.000
Singulisphaera_acidiphila_DSM_18658_	82607	30758	0.729
Sinorhizobium_americanum_CCGM7_	80642	3728	0.956
Sinorhizobium_arboris_LMG_14919_	0	122216	0.000
Sinorhizobium_fredii_HH103_	45912	2144	0.955
Sinorhizobium_fredii_NGR234_	54287	4036	0.931
Sinorhizobium_fredii_USDA_257_	75426	3394	0.957
Sinorhizobium_medicae_WSM419_	52258	12996	0.801
Sinorhizobium_meliloti_1021_	70441	4788	0.936
Sinorhizobium_sp._CCBAU_05631_	0	75132	0.000
Slackia_exigua_ATCC_700122_	23296	1722	0.931
Slackia_heliotrinireducens_DSM_20476_	21989	4863	0.819
Slackia_piriformis_YIT_12062_	23795	1145	0.954
Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563_	0	70150	0.000
Snodgrassella_alvi_	26675	1771	0.938
Sodalis_glossinidius_str._'morsitans'_	33665	2778	0.924
Solemya_velum_gill_symbiont_	38426	1144	0.971
Solibacillus_silvestris_StLB046_	47047	2901	0.942
Solimonas_flava_DSM_18980_	0	63818	0.000
Solimonas_soli_DSM_21787_	0	65772	0.000
Solimonas_variicoloris_DSM_15731_	0	63555	0.000
Solirubrobacterales_bacterium_URHD0059_	0	96353	0.000
Solitalea_canadensis_DSM_3403_	43505	11763	0.787
Solobacterium_moorei_DSM_22971_	0	41322	0.000
Solobacterium_moorei_F0204_	44209	1127	0.975
Sorangium_cellulosum_So0157-2_	75802	37950	0.666
Sorangium_cellulosum_So_ce56_	98724	14485	0.872
Sphaerobacter_thermophilus_DSM_20745_	34843	6442	0.844
Sphaerochaeta_coccoides_DSM_17374_	17896	2202	0.890
Sphaerochaeta_globosa_str._Buddy_	27774	7311	0.792
Sphaerochaeta_pleomorpha_str._Grapes_	25882	8766	0.747
Sphaerotilus_natans_subsp._natans_DSM_6575_	74245	5510	0.931
Sphingobacterium_antarcticus_4BY_	36568	7971	0.821
Sphingobacterium_paucimobilis_HER1398_	51847	14115	0.786
Sphingobacterium_sp._21_	44819	22580	0.665
Sphingobacterium_sp._ACCC_05744_	45130	7329	0.860
Sphingobacterium_sp._H1ai_	0	70219	0.000
Sphingobacterium_spiritivorum_ATCC_33861_	67828	5683	0.923
Sphingobium_baderi_LL03_	38218	12376	0.755
Sphingobium_chlorophenolicum_	59381	8172	0.879
Sphingobium_herbicidovorans_NBRC_16415_	56948	4845	0.922
Sphingobium_japonicum_UT26S_	47069	3127	0.938
Sphingobium_lactosutens_DS20_	59754	13349	0.817
Sphingobium_sp._AP49_	55162	7415	0.882
Sphingobium_sp._ba1_	52134	8430	0.861
Sphingobium_sp._C100_	57682	9222	0.862
Sphingobium_sp._SYK-6_	39159	4530	0.896
Sphingobium_sp._YL23_	0	52496	0.000
Sphingobium_ummariense_RL-3_	54981	8337	0.868
Sphingobium_xenophagum_QYY_	0	55080	0.000
Sphingobium_yanoikuyae_	45213	12599	0.782
Sphingomonas_astaxanthinifaciens_DSM_22298_	0	32882	0.000
Sphingomonas_echinoides_ATCC_14820_	0	62337	0.000
Sphingomonas_elodea_ATCC_31461_	0	67243	0.000
Sphingomonas_melonis_DAPP-PG_224_	0	58137	0.000
Sphingomonas_parapaucimobilis_NBRC_15100_	56091	2290	0.961
Sphingomonas_paucimobilis_	75504	9617	0.887
Sphingomonas_phyllosphaerae_5.2_	0	53668	0.000
Sphingomonas_phyllosphaerae_FA2_	0	60778	0.000
Sphingomonas_sanxanigenens_DSM_19645_=_NX02_	43923	17173	0.719
Sphingomonas_sp._ATCC_31555_	0	63374	0.000
Sphingomonas_sp._FUKUSWIS1_	0	55483	0.000
Sphingomonas_sp._KC8_	44265	9951	0.816
Sphingomonas_sp._MM-1_	44822	7328	0.859
Sphingomonas_sp._Mn802worker_	0	42728	0.000
Sphingomonas_sp._PAMC_26605_	0	54888	0.000
Sphingomonas_sp._PAMC_26617_	0	66715	0.000
Sphingomonas_sp._PR090111-T3T-6A_	0	63363	0.000
Sphingomonas_sp._RIT328_	72483	2609	0.965
Sphingomonas_sp._S17_	63371	3893	0.942
Sphingomonas_sp._SKA58_	48513	6099	0.888
Sphingomonas_sp._UNC305MFCol5.2_	0	61909	0.000
Sphingomonas_wittichii_RW1_	58659	22619	0.722
Sphingopyxis_alaskensis_RB2256_	39670	7275	0.845
Sphingopyxis_baekryungensis_DSM_16222_	0	41949	0.000
Sphingopyxis_sp._LC363_	48157	5900	0.891
Sphingopyxis_sp._LC81_	49159	6566	0.882
Sphingopyxis_sp._MC1_	43918	4923	0.899
Spiribacter_salinus_M19-40_	24373	675	0.973
Spiribacter_sp._UAH-SP71_	24052	1026	0.959
Spirillospora_albida_	0	105065	0.000
Spirochaeta_africana_DSM_8902_	36664	3660	0.909
Spirochaeta_bajacaliforniensis_DSM_16054_	0	96753	0.000
Spirochaeta_smaragdinae_DSM_11293_	62119	16004	0.795
Spirochaeta_sp._JC230_	38048	2244	0.944
Spirochaeta_sp._L21-RPul-D2_	45735	4461	0.911
Spirochaeta_thermophila_DSM_6192_	27888	1817	0.939
Spiroplasma_apis_B31_	14593	261	0.982
Spiroplasma_chrysopicola_DF-1_	12817	315	0.976
Spiroplasma_culicicola_AES-1_	15405	367	0.977
Spiroplasma_diminutum_CUAS-1_	14657	171	0.988
Spiroplasma_melliferum_IPMB4A_	13806	228	0.984
Spiroplasma_mirum_ATCC_29335_	11892	1104	0.915
Spiroplasma_sabaudiense_Ar-1343_	13111	288	0.979
Spiroplasma_syrphidicola_EA-1_	12827	377	0.971
Spiroplasma_taiwanense_CT-1_	12351	402	0.968
Spirosoma_linguale_DSM_74_	56823	30824	0.648
Spirosoma_luteum_DSM_19990_	0	82309	0.000
Spirosoma_panaciterrae_DSM_21099_	0	90297	0.000
Spirosoma_spitsbergense_DSM_19989_	0	107207	0.000
Spirulina_subsalsa_PCC_9445_	0	92965	0.000
Spongiibacter_tropicus_DSM_19543_	0	60711	0.000
Sporichthya_polymorpha_DSM_43042_	0	90215	0.000
Sporocytophaga_myxococcoides_	67883	12419	0.845
Sporolactobacillus_laevolacticus_DSM_442_	51905	3932	0.930
Sporolactobacillus_terrae_DSM_11697_	0	46793	0.000
Sporolactobacillus_vineae_DSM_21990_=_SL153_	0	42202	0.000
Sporomusa_ovata_DSM_2662_	103584	3191	0.970
Sporosarcina_newyorkensis_2681_	62267	1098	0.983
Sporosarcina_sp._D27_	0	52358	0.000
Sporosarcina_sp._EUR3_2.2.2_	0	52657	0.000
Sporosarcina_ureae_DSM_2281_	35360	3430	0.912
Stackebrandtia_nassauensis_DSM_44728_	44177	20134	0.687
Stanieria_cyanosphaera_PCC_7437_	48584	11667	0.806
Staphylococcus_agnetis_	27758	1577	0.946
Staphylococcus_aureus_	37079	2891	0.928
Staphylococcus_capitis_C87_	37861	783	0.980
Staphylococcus_caprae_M23864:W1_	38769	1026	0.974
Staphylococcus_carnosus_subsp._carnosus_TM300_	34274	1187	0.967
Staphylococcus_chromogenes_MU_970_	37575	918	0.976
Staphylococcus_epidermidis_ATCC_12228_	27443	1165	0.959
Staphylococcus_epidermidis_RP62A_	30594	1066	0.966
Staphylococcus_equorum_subsp._equorum_Mu2_	29700	1520	0.951
Staphylococcus_haemolyticus_JCSC1435_	30052	1778	0.944
Staphylococcus_hominis_SK119_	37975	690	0.982
Staphylococcus_hominis_subsp._hominis_C80_	31946	3990	0.889
Staphylococcus_intermedius_NCTC_11048_	23369	14830	0.612
Staphylococcus_lentus_F1142_	48745	1603	0.968
Staphylococcus_lugdunensis_HKU09-01_	28931	2564	0.919
Staphylococcus_lugdunensis_N920143_	29880	1108	0.964
Staphylococcus_massiliensis_S46_	33679	1283	0.963
Staphylococcus_pettenkoferi_VCU012_	26946	758	0.973
Staphylococcus_pseudintermedius_ED99_	28159	708	0.975
Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_	32627	1679	0.951
Staphylococcus_sciuri_subsp._sciuri_Z8_	30936	1323	0.959
Staphylococcus_simulans_UMC-CNS-990_	29184	2710	0.915
Staphylococcus_sp._AL1_	0	40443	0.000
