,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
3750,Leptolyngbya_sp_KIOST-1,0,116196,0,5192,116195,0,234346,61756,41,0.544689177,234346,61756,41,0.544689177
3751,Leptolyngbya_sp_PCC_6406,0,71446,0,4704,71445,0,98973,39317,45,0.553668876,98973,39317,45,0.553668876
3752,Leptotrichia_shahii_DSM_19757,0,26965,0,2031,26964,0,44384,13758,14,0.501913111,44384,13758,14,0.501913111
3753,Leptotrichia_trevisanii_DSM_22070,0,32463,0,2764,32462,0,45262,16599,30,0.508700815,45262,16599,30,0.508700815
3754,Leucobacter_chironomi_DSM_19883,0,34051,0,2603,34050,0,50993,18383,18,0.533086834,50993,18383,18,0.533086834
3755,Leucobacter_salsicius_M1-8,0,33014,0,2727,33013,0,38182,18648,24,0.564630818,38182,18648,24,0.564630818
3756,Leucobacter_sp_PH1c,0,38034,0,2667,38033,0,44270,20686,9,0.546959925,44270,20686,9,0.546959925
3757,Leuconostoc_fallax_KCTC_3537,0,31346,0,1860,31345,0,39891,17230,12,0.552106763,39891,17230,12,0.552106763
3758,Leuconostoc_gelidum_KCTC_3527,0,25386,0,1890,25385,0,28154,14269,13,0.574637518,28154,14269,13,0.574637518
3759,Leucothrix_mucor_DSM_2157,0,68030,0,4598,68029,0,79779,37947,17,0.560953998,79779,37947,17,0.560953998
3760,Lewinella_cohaerens_DSM_23179,0,83364,0,5473,83363,0,142224,45262,54,0.532964236,142224,45262,54,0.532964236
3761,Lewinella_persica_DSM_23188,0,58135,0,5056,58134,0,76207,32000,40,0.544217498,76207,32000,40,0.544217498
3762,Limnohabitans_sp_Rim28,0,47410,0,3101,47409,0,59434,26434,8,0.561141575,59434,26434,8,0.561141575
3763,Limnohabitans_sp_Rim47,0,45415,0,2759,45414,0,56389,25652,6,0.569854966,56389,25652,6,0.569854966
3764,Longispora_albida_DSM_44784,0,79574,0,6228,79573,0,111847,42763,43,0.532543043,111847,42763,43,0.532543043
3765,Luteibacter_sp_9135,0,57871,0,3582,57870,0,82728,31836,16,0.55154629,82728,31836,16,0.55154629
3766,Luteibacter_sp_9143,0,59048,0,3930,59047,0,86314,31653,25,0.544277254,86314,31653,25,0.544277254
3767,Luteimonas_huabeiensis_HB2,0,57862,0,3699,57861,0,79958,32398,18,0.559500418,79958,32398,18,0.559500418
3768,Luteimonas_sp_J29,0,47646,0,2992,47645,0,61552,26694,9,0.561718783,61552,26694,9,0.561718783
3769,Maribacter_forsetii_DSM_18668,0,48147,0,3867,48146,0,56379,26965,25,0.564656406,56379,26965,25,0.564656406
3770,Maribacter_sp_Hel_I_7,0,53080,0,4190,53079,0,67563,29734,24,0.557885929,67563,29734,24,0.557885929
3771,Maricaulis_sp_JL2009,0,41236,0,3081,41235,0,36246,24559,11,0.598379989,36246,24559,11,0.598379989
3772,Marinilabilia_salmonicolor_JCM_21150,0,55115,0,3778,55114,0,68106,30994,44,0.563241057,68106,30994,44,0.563241057
3773,Marinimicrobium_agarilyticum_DSM_16975,0,64372,0,3497,64371,0,87258,36008,15,0.576591604,87258,36008,15,0.576591604
3774,Marinobacter_daepoensis_DSM_16072,0,59638,0,3363,59637,0,78160,33956,11,0.56776539,78160,33956,11,0.56776539
3775,Marinobacter_lipolyticus_BF04_CF-4,0,47163,0,3437,47162,0,64209,25461,17,0.5432128,64209,25461,17,0.5432128
3776,Marinobacter_sp_MCTG268,0,79115,0,3902,79114,0,121017,41999,14,0.54658716,121017,41999,14,0.54658716
3777,Marinobacterium_litorale_DSM_23545,0,80091,0,4034,80090,0,118654,43188,21,0.553304335,118654,43188,21,0.553304335
3778,Marinospirillum_insulare_DSM_21763,0,53159,0,2816,53158,0,92241,27222,19,0.523459885,92241,27222,19,0.523459885
3779,Marinospirillum_minutulum_DSM_6287,0,52709,0,2627,52708,0,84998,27657,9,0.560160124,84998,27657,9,0.560160124
3780,Marmoricola_aequoreus,0,59557,0,3786,59556,0,74409,33352,12,0.551463387,74409,33352,12,0.551463387
3781,Marmoricola_sp_URHB0036,0,68090,0,4549,68089,0,99146,37485,11,0.553094051,99146,37485,11,0.553094051
3782,Massilia_sp_9096,0,100417,0,4640,100416,0,190238,54921,24,0.550770953,190238,54921,24,0.550770953
3783,Mastigocladopsis_repens_PCC_10914,0,94352,0,5749,94351,0,149948,52753,57,0.561526141,149948,52753,57,0.561526141
3784,Megamonas_rupellensis_DSM_19944,0,35339,0,2217,35338,0,65483,18216,13,0.534196591,65483,18216,13,0.534196591
3785,Meganema_perideroedes_DSM_15528,0,45127,0,2993,45126,0,61271,24227,12,0.542423863,61271,24227,12,0.542423863
3786,Megasphaera_sp_NP3,0,36836,0,2348,36835,0,46058,20061,15,0.560151607,46058,20061,15,0.560151607
3787,Meiothermus_cerbereus_DSM_11376,0,39916,0,2856,39915,0,51784,21839,18,0.540375409,51784,21839,18,0.540375409
3788,Meiothermus_chliarophilus_DSM_9957,0,67396,0,4319,67395,0,118102,36329,35,0.528496426,118102,36329,35,0.528496426
3789,Meiothermus_rufus_DSM_22234,0,39039,0,2783,39038,0,50126,20847,12,0.529914776,50126,20847,12,0.529914776
3790,Meiothermus_timidus_DSM_17022,0,40786,0,3023,40785,0,47191,22466,17,0.549287097,47191,22466,17,0.549287097
3791,Mesoaciditoga_lauensis_cd-1655R_equals_DSM_25116,0,32259,0,2038,32258,0,42188,17640,10,0.547502011,42188,17640,10,0.547502011
3792,Mesoflavibacter_zeaxanthinifaciens_DSM_18436,0,40638,0,2687,40637,0,39222,23290,10,0.571628573,39222,23290,10,0.571628573
3793,Mesoflavibacter_zeaxanthinifaciens_S86,0,47005,0,3237,47004,0,56637,26766,9,0.5627783,56637,26766,9,0.5627783
3794,Mesonia_mobilis_DSM_19841,0,45372,0,2919,45371,0,65285,25186,16,0.562432139,65285,25186,16,0.562432139
3795,Mesorhizobium_sp_NBIMC_P2-C3,0,87835,0,5075,87834,0,126136,48330,14,0.547671512,126136,48330,14,0.547671512
3796,Mesorhizobium_sp_URHA0056,0,99238,0,5847,99237,0,147774,53483,37,0.539171539,147774,53483,37,0.539171539
3797,Mesorhizobium_sp_URHC0008,0,126726,0,6457,126725,0,198770,68614,41,0.54014892,198770,68614,41,0.54014892
3798,Mesorhizobium_sp_WSM3224,0,114660,0,6409,114659,0,182525,62118,52,0.537411687,182525,62118,52,0.537411687
3799,Mesorhizobium_sp_WSM3626,0,103434,0,5786,103433,0,140101,56698,35,0.548048029,140101,56698,35,0.548048029
3800,Metascardovia_criceti_DSM_17774,0,21070,0,1462,21069,0,28245,11648,9,0.566413596,28245,11648,9,0.566413596
3801,Methylobacillus_glycogenes_JCM_2850,0,57442,0,3441,57441,0,66977,32329,26,0.564106695,66977,32329,26,0.564106695
3802,Methylobacterium_sp_10,0,69412,0,4390,69411,0,99734,36652,41,0.530542222,99734,36652,41,0.530542222
3803,Methylobacterium_sp_77,0,64689,0,4131,64688,0,111771,33507,46,0.505480991,111771,33507,46,0.505480991
3804,Methylobacterium_sp_88A,0,67879,0,4325,67878,0,108058,36677,54,0.543025081,108058,36677,54,0.543025081
3805,Methylobacterium_sp_MB200,0,97495,0,5036,97494,0,171446,51638,56,0.541023021,171446,51638,56,0.541023021
3806,Methylocapsa_acidiphila_B2,0,47327,0,3309,47326,0,61598,25885,30,0.547709421,61598,25885,30,0.547709421
3807,Methylocapsa_aurea,0,52852,0,3403,52851,0,72608,28236,22,0.535169008,72608,28236,22,0.535169008
3808,Methylocystis_parvus_OBBP,0,64134,0,4093,64133,0,105200,33648,35,0.528103968,105200,33648,35,0.528103968
3809,Methylocystis_sp_ATCC_49242,0,66347,0,4238,66346,0,95633,35329,64,0.53288759,95633,35329,64,0.53288759
3810,Methylocystis_sp_SB2,0,57216,0,3366,57215,0,90672,30783,26,0.551584574,90672,30783,26,0.551584574
3811,Methyloferula_stellata_AR4,0,67727,0,3747,67726,0,95866,37204,27,0.552437669,95866,37204,27,0.552437669
3812,Methylohalobius_crimeensis_10Ki,0,50955,0,3212,50954,0,61711,27652,20,0.551983655,61711,27652,20,0.551983655
3813,Methylophilus_methylotrophus_DSM_46235_equals_ATCC_53528,0,44919,0,2576,44918,0,60160,24360,13,0.537719842,60160,24360,13,0.537719842
3814,Methylophilus_sp_5,0,43030,0,2659,43029,0,62217,22967,14,0.535473642,62217,22967,14,0.535473642
3815,Methylophilus_sp_OH31,0,43992,0,2603,43991,0,63991,23350,11,0.532670709,63991,23350,11,0.532670709
3816,Methylopila_sp_73B,0,67017,0,3948,67016,0,102976,36360,20,0.543418857,102976,36360,20,0.543418857
3817,Methylopila_sp_M107,0,55594,0,3977,55593,0,74912,30525,18,0.55743302,74912,30525,18,0.55743302
3818,Methylosinus_sp_LW3,0,75851,0,4359,75850,0,104104,41945,42,0.558526784,104104,41945,42,0.558526784
3819,Methylosinus_sp_LW4,0,65796,0,4159,65795,0,97939,35812,24,0.549165121,97939,35812,24,0.549165121
3820,Methylosinus_sp_PW1,0,65168,0,4535,65167,0,84662,35496,38,0.536080888,84662,35496,38,0.536080888
3821,Methylotenera_mobilis_13,0,43976,0,2646,43975,0,69526,23317,9,0.530819214,69526,23317,9,0.530819214
3822,Methylotenera_sp_73s,0,40465,0,2395,40464,0,58672,22099,10,0.53960093,58672,22099,10,0.53960093
3823,Methylotenera_sp_L2L1,0,41647,0,2425,41646,0,72367,21574,8,0.51496111,72367,21574,8,0.51496111
3824,Microbacterium_gubbeenense_DSM_15944,0,33280,0,2740,33279,0,42802,17543,31,0.53230886,42802,17543,31,0.53230886
3825,Microbacterium_indicum_DSM_19969,0,34704,0,2556,34703,0,35219,19631,6,0.547976476,35219,19631,6,0.547976476
3826,Microbacterium_luticocti_DSM_19459,0,36396,0,2727,36395,0,49894,20040,13,0.549082446,49894,20040,13,0.549082446
3827,Microbacterium_profundi,0,39489,0,3148,39488,0,50275,21936,30,0.557793902,50275,21936,30,0.557793902
3828,Microbacterium_sp_292MF,0,48598,0,3703,48597,0,60609,26734,13,0.549409821,60609,26734,13,0.549409821
3829,Microbacterium_sp_Cr-K20,0,50012,0,3727,50011,0,54761,28212,14,0.551042631,54761,28212,14,0.551042631
3830,Microbacterium_sp_Cr-K32,0,46123,0,3611,46122,0,50246,25301,16,0.548287814,50246,25301,16,0.548287814
3831,Microbacterium_sp_KROCY2,0,33810,0,2368,33809,0,64454,17165,15,0.517762967,64454,17165,15,0.517762967
3832,Microbacterium_sp_UNCCL10,0,38820,0,2850,38819,0,44418,21527,14,0.554322058,44418,21527,14,0.554322058
3833,Microbacterium_sp_URHA0036,0,48358,0,3771,48357,0,62350,27071,18,0.547684836,62350,27071,18,0.547684836
3834,Microbacterium_yannicii_PS01,0,45840,0,3625,45839,0,49071,26060,19,0.567633129,49071,26060,19,0.567633129
3835,Microbulbifer_sp_HZ11,0,50252,0,3276,50251,0,64390,27335,10,0.54431879,64390,27335,10,0.54431879
3836,Microbulbifer_variabilis_ATCC_700307,0,46649,0,4003,46648,0,63085,25370,72,0.541444025,63085,25370,72,0.541444025
3837,Microchaete_sp_PCC_7126,0,78578,0,5059,78577,0,136488,42015,41,0.526334835,136488,42015,41,0.526334835
3838,Micromonospora_parva,0,93934,0,6327,93933,0,114602,52765,39,0.558502584,114602,52765,39,0.558502584
3839,Microtetraspora_glauca,0,110946,0,6880,110945,0,157260,59429,39,0.533548774,157260,59429,39,0.533548774
3840,Microvirga_flocculans_ATCC_BAA-817,0,58400,0,3673,58399,0,66915,33077,23,0.568213912,66915,33077,23,0.568213912
3841,Microvirga_lupini,0,201662,0,9466,201661,0,419235,106115,126,0.534604797,419235,106115,126,0.534604797
3842,Moraxella_boevrei_DSM_14165,0,28938,0,2330,28937,0,41470,15281,18,0.528771314,41470,15281,18,0.528771314
3843,Moraxella_caprae_DSM_19149,0,34464,0,2414,34463,0,55223,18018,14,0.516876574,55223,18018,14,0.516876574
3844,Moritella_dasanensis_ArB_0140,0,78515,0,4229,78514,0,95918,45167,23,0.592970455,95918,45167,23,0.592970455
3845,Moritella_marina_ATCC_15381,0,75847,0,4114,75846,0,103867,41856,24,0.565933107,103867,41856,24,0.565933107
3846,Muricauda_sp_MAR_2010_75,0,56003,0,3956,56002,0,64436,31839,33,0.568159923,64436,31839,33,0.568159923
3847,Mycetocola_saprophilus,0,36050,0,2985,36049,0,38557,20350,36,0.553438157,38557,20350,36,0.553438157
3848,Mycobacterium_genavense_ATCC_51234,0,103000,0,5280,102999,0,154188,58025,33,0.571789023,154188,58025,33,0.571789023
3849,Mycobacterium_septicum_DSM_44393,0,123006,0,6525,123005,0,222661,67622,46,0.542870494,222661,67622,46,0.542870494
3850,Mycobacterium_sp_141,0,68971,0,4230,68970,0,100489,37553,34,0.548357733,100489,37553,34,0.548357733
3851,Mycobacterium_sp_155,0,69485,0,4247,69484,0,105625,37374,33,0.543978636,105625,37374,33,0.543978636
3852,Mycobacterium_sp_360MFTsu51,0,107264,0,5659,107263,0,NA,NA,NA,NA,NA,NA,NA,NA
3853,Mycobacterium_sp_JLS,0,84284,0,5739,84283,0,140950,45350,20,0.556937846,140950,45350,20,0.556937846
3854,Mycobacterium_sp_UM_WGJ,0,80456,0,4119,80455,0,129520,44416,50,0.553829273,129520,44416,50,0.553829273
3855,Mycobacterium_sp_UM_WWY,0,136037,0,7254,136036,0,228925,73299,73,0.542541366,228925,73299,73,0.542541366
3856,Mycobacterium_sp_UNC280MFTsu51,0,103364,0,5381,103363,0,NA,NA,NA,NA,NA,NA,NA,NA
3857,Mycobacterium_sp_URHB0044,0,157042,0,7138,157041,0,299202,85573,30,0.549076891,299202,85573,30,0.549076891
3858,Mycobacterium_sp_URHD0025,0,119535,0,6258,119534,0,205550,65733,30,0.549317347,205550,65733,30,0.549317347
3859,Mycoplasma_cynos_C142,0,9928,0,883,9927,0,18647,4840,21,0.497854077,18647,4840,21,0.497854077
3860,Myroides_injenensis_M09-0166,0,40703,0,3082,40702,0,53620,23152,34,0.559121561,53620,23152,34,0.559121561
3861,Nafulsella_turpanensis_ZLM-10,0,53474,0,3948,53473,0,76198,28557,30,0.541353131,76198,28557,30,0.541353131
3862,Neptunomonas_japonica_DSM_18939,0,77070,0,4197,77069,0,105694,41586,14,0.555698565,105694,41586,14,0.555698565
3863,Nesterenkonia_alba_DSM_19423,0,30426,0,2270,30425,0,37766,16130,21,0.527371045,37766,16130,21,0.527371045
3864,Nesterenkonia_sp_F,0,34309,0,2487,34308,0,45580,19494,14,0.550866016,45580,19494,14,0.550866016
3865,Nesterenkonia_sp_NP1,0,32645,0,2502,32644,0,39128,17741,18,0.537776831,39128,17741,18,0.537776831
3866,Nevskia_ramosa_DSM_11499,0,62126,0,3881,62125,0,69709,34679,9,0.567667347,69709,34679,9,0.567667347
3867,Nevskia_soli_DSM_19509,0,80651,0,4665,80650,0,117763,43648,26,0.543291013,117763,43648,26,0.543291013
3868,Niabella_aurantiaca_DSM_17617,0,55786,0,4560,55785,0,52179,32724,33,0.584265033,52179,32724,33,0.584265033
3869,Nitratireductor_aquibiodomus_NL21_equals_JCM_21793,0,88685,0,4928,88684,0,129831,48550,32,0.550757716,129831,48550,32,0.550757716
3870,Nitrospina_sp_AB-629-B18,0,41676,0,2628,41675,0,78711,21500,57,0.536599764,78711,21500,57,0.536599764
3871,Nocardia_aobensis_NBRC_100429,0,123675,0,6852,123674,0,262470,62513,51,0.502371911,262470,62513,51,0.502371911
3872,Nocardia_brevicatena_NBRC_12119,0,111694,0,6482,111693,0,199790,59243,86,0.522471368,199790,59243,86,0.522471368
3873,Nocardia_carnea_NBRC_14403,0,119517,0,6774,119516,0,203202,62546,70,0.521482001,203202,62546,70,0.521482001
3874,Nocardia_concava_NBRC_100430,0,139353,0,8269,139352,0,247154,72176,66,0.517988027,247154,72176,66,0.517988027
3875,Nocardia_exalbida_NBRC_100660,0,111906,0,6624,111905,0,190296,59222,48,0.529005208,190296,59222,48,0.529005208
3876,Nocardia_higoensis_NBRC_100133,0,139428,0,6203,139427,0,292677,71734,47,0.520670138,292677,71734,47,0.520670138
3877,Nocardia_jiangxiensis_NBRC_101359,0,243047,0,9347,243046,0,623656,124206,97,0.593135203,623656,124206,97,0.593135203
3878,Nocardia_niigatensis_NBRC_100131,0,134653,0,7482,134652,0,257128,69410,69,0.512627126,257128,69410,69,0.512627126
3879,Nocardia_otitidiscaviarum_NBRC_14405,0,118515,0,6790,118514,0,211855,61878,53,0.525123921,211855,61878,53,0.525123921
3880,Nocardia_pneumoniae_NBRC_100136,0,108114,0,6543,108113,0,177810,56915,65,0.514031231,177810,56915,65,0.514031231
3881,Nocardia_rhamnosiphila,0,124496,0,6823,124495,0,208712,68644,46,0.54687964,208712,68644,46,0.54687964
3882,Nocardia_sp_348MFTsu51,0,98280,0,5206,98279,0,NA,NA,NA,NA,NA,NA,NA,NA
3883,Nocardia_sp_BMG111209,0,142128,0,7933,142127,0,209586,79184,48,0.562238222,209586,79184,48,0.562238222
3884,Nocardia_sp_BMG51109,0,136361,0,7398,136360,0,237565,74325,89,0.543121276,237565,74325,89,0.543121276
3885,Nocardia_sp_CNY236,0,73394,0,4772,73393,0,112828,39581,72,0.535163157,112828,39581,72,0.535163157
3886,Nocardia_takedensis_NBRC_100417,0,120929,0,7089,120928,0,199543,63362,83,0.524777942,199543,63362,83,0.524777942
3887,Nocardia_testacea_NBRC_100365,0,111924,0,6668,111923,0,196359,58089,66,0.520348695,196359,58089,66,0.520348695
3888,Nocardia_transvalensis_NBRC_15921,0,138319,0,7618,138318,0,269387,70464,60,0.507777466,269387,70464,60,0.507777466
3889,Nocardia_veterana_NBRC_100344,0,94544,0,6003,94543,0,158650,49035,51,0.518686334,158650,49035,51,0.518686334
3890,Nocardioides_halotolerans_DSM_19273,0,63936,0,4523,63935,0,80434,34674,22,0.5367019,80434,34674,22,0.5367019
3891,Nocardioides_sp_Iso805N,0,58497,0,4109,58496,0,70058,31767,23,0.544446009,70058,31767,23,0.544446009
3892,Nocardioides_sp_J54,0,73748,0,4405,73747,0,107167,39727,21,0.5377895,107167,39727,21,0.5377895
3893,Nocardiopsis_baichengensis_YIM_90130,0,76735,0,5461,76734,0,96550,42924,65,0.555672565,96550,42924,65,0.555672565
3894,Nocardiopsis_ganjiahuensis_DSM_45031,0,83957,0,6300,83956,0,110143,47163,56,0.565576767,110143,47163,56,0.565576767
3895,Nocardiopsis_kunsanensis_DSM_44524,0,58754,0,4512,58753,0,71238,32308,44,0.540923945,71238,32308,44,0.540923945
3896,Nocardiopsis_potens_DSM_45234,0,84770,0,5840,84769,0,117221,46387,47,0.54229842,117221,46387,47,0.54229842
3897,Nocardiopsis_prasina_DSM_43845,0,75358,0,5302,75357,0,104583,40632,39,0.535779057,104583,40632,39,0.535779057
3898,Nocardiopsis_sp_CNT312,0,55852,0,4121,55851,0,82429,30042,35,0.533221649,82429,30042,35,0.533221649
3899,Nocardiopsis_valliformis_DSM_45023,0,80350,0,6108,80349,0,113955,42608,68,0.527317081,113955,42608,68,0.527317081
3900,Nocardiopsis_xinjiangensis_YIM_90004,0,62824,0,4616,62823,0,81395,34623,39,0.549158529,81395,34623,39,0.549158529
3901,Nodosilinea_nodulosa_PCC_7104,0,115440,0,5533,115439,0,224737,62494,44,0.533060246,224737,62494,44,0.533060246
3902,Nonomuraea_coxensis_DSM_45129,0,153000,0,8218,88584,0,86871,49708,11,0.546295807,86871,49708,11,0.546295807
3903,Nosocomiicoccus_sp_NP2,0,28510,0,1617,28509,0,47539,14941,6,0.548182067,47539,14941,6,0.548182067
3904,Novispirillum_itersonii_subsp_itersonii_ATCC_12639,0,71128,0,3695,71127,0,105615,38822,16,0.561731144,105615,38822,16,0.561731144
3905,Novosphingobium_acidiphilum_DSM_19966,0,51016,0,3246,51015,0,76374,28101,8,0.552614501,76374,28101,8,0.552614501
3906,Oceanicaulis_alexandrii_DSM_11625,0,44804,0,2768,44803,0,57088,24747,7,0.553577399,57088,24747,7,0.553577399
3907,Oceanicaulis_sp_HL-87,0,36471,0,2576,36470,0,40736,20721,12,0.568811621,40736,20721,12,0.568811621
3908,Oceanicola_nanhaiensis_DSM_18065,0,76331,0,4227,76330,0,111855,40334,11,0.536237493,111855,40334,11,0.536237493
3909,Oceanicola_sp_HL-35,0,65471,0,3983,65470,0,80660,37267,20,0.576631989,80660,37267,20,0.576631989
3910,Oceanicola_sp_MCTG156,0,60937,0,3709,60936,0,79621,33471,9,0.536042809,79621,33471,9,0.536042809
3911,Oceanimonas_smirnovii_ATCC_BAA-899,0,59874,0,2976,59873,0,100684,31811,8,0.537988291,100684,31811,8,0.537988291
3912,Oceanobacillus_kimchii_X50,0,56518,0,3789,56517,0,68255,31493,24,0.559002945,68255,31493,24,0.559002945
3913,Oceanobacillus_manasiensis,0,58933,0,3757,58932,0,71857,32440,19,0.556567816,71857,32440,19,0.556567816
3914,Oceanobacillus_massiliensis_str_Ndiop,0,53544,0,3513,53543,0,52829,30864,23,0.573496597,52829,30864,23,0.573496597
3915,Oceanobacillus_sp_S5,0,78079,0,5168,78078,0,89191,44245,44,0.561936804,89191,44245,44,0.561936804
3916,Oerskovia_turbata,0,53006,0,3508,53005,0,64498,30003,17,0.549503338,64498,30003,17,0.549503338
3917,Oligella_ureolytica_DSM_18253,0,37921,0,2599,37920,0,54997,19569,21,0.516067653,54997,19569,21,0.516067653
3918,Olivibacter_sitiensis_DSM_17696,0,57579,0,4331,57578,0,63777,32736,35,0.583082221,63777,32736,35,0.583082221
3919,Olleya_marilimosa_CAM030,0,47621,0,3025,47620,0,47657,27950,15,0.564862137,47657,27950,15,0.564862137
3920,Olleya_sp_VCSM12,0,40059,0,3191,40058,0,46015,22563,30,0.562618432,46015,22563,30,0.562618432
3921,Orenia_marismortui_DSM_5156,0,56328,0,3235,56327,0,89942,29458,30,0.531186261,89942,29458,30,0.531186261
3922,Oribacterium_sp_FC2011,0,50202,0,3508,50201,0,68316,27323,26,0.542093083,68316,27323,26,0.542093083
3923,Oribacterium_sp_NK2B42,0,51860,0,3228,51859,0,90532,27313,21,0.517582098,90532,27313,21,0.517582098
3924,Oribacterium_sp_P6A1,0,46407,0,3113,46406,0,64871,24914,26,0.550830901,64871,24914,26,0.550830901
3925,Ornithinibacillus_scapharcae_TW25,0,69124,0,3975,69123,0,95716,38206,28,0.552683698,95716,38206,28,0.552683698
3926,Oscillatoria_sp_PCC_10802,0,143065,0,6280,143064,0,363810,76870,60,0.541038625,363810,76870,60,0.541038625
3927,Oscillibacter_ruminantium_GH1,0,43040,0,2682,43039,0,62275,23060,16,0.550993809,62275,23060,16,0.550993809
3928,Oscillibacter_sp_ER4,0,34857,0,2431,34856,0,40965,18814,23,0.546460496,40965,18814,23,0.546460496
3929,Oscillibacter_sp_KLE_1728,0,54590,0,4274,54589,0,67870,29600,56,0.540858144,67870,29600,56,0.540858144
3930,Paenibacillaceae_bacterium_G5,0,93806,0,4792,93805,0,140822,52330,15,0.561909488,140822,52330,15,0.561909488
3931,Paenibacillus_alginolyticus_DSM_5050_equals_NBRC_15375,0,156243,0,7903,156242,0,236647,83727,59,0.563459999,236647,83727,59,0.563459999
3932,Paenibacillus_daejeonensis_DSM_15491,0,123028,0,6078,123027,0,178848,67034,27,0.565287019,178848,67034,27,0.565287019
3933,Paenibacillus_fonticola_DSM_21315,0,87243,0,5324,87242,0,111253,49031,37,0.584558272,111253,49031,37,0.584558272
3934,Paenibacillus_ginsengihumi_DSM_21568,0,77471,0,4717,77470,0,89798,42927,31,0.55578587,89798,42927,31,0.55578587
3935,Paenibacillus_massiliensis_2301065_equals_DSM_16942,0,102222,0,5237,102221,0,123986,57247,28,0.562601458,123986,57247,28,0.562601458
3936,Paenibacillus_sanguinis_2301083_equals_DSM_16941,0,70324,0,4229,70323,0,82481,38367,14,0.566260364,82481,38367,14,0.566260364
3937,Paenibacillus_senegalensis_JC66,0,76426,0,4838,76425,0,90522,41754,37,0.541270918,90522,41754,37,0.541270918
3938,Paenibacillus_sp_A9,0,73301,0,4595,73300,0,85269,41746,35,0.568403305,85269,41746,35,0.568403305
3939,Paenibacillus_sp_GD11,0,79170,0,4781,79169,0,96857,42918,20,0.557013615,96857,42918,20,0.557013615
3940,Paenibacillus_sp_HW567,0,105754,0,5517,105753,0,144696,57344,21,0.551750381,144696,57344,21,0.551750381
3941,Paenibacillus_sp_J14,0,72639,0,4291,72638,0,74137,41483,13,0.565927655,74137,41483,13,0.565927655
3942,Paenibacillus_sp_OSY-SE,0,88025,0,5840,88024,0,112194,48852,45,0.55700917,112194,48852,45,0.55700917
3943,Paenibacillus_sp_UNC451MF,0,126088,0,6617,126087,0,181893,69404,24,0.566518029,181893,69404,24,0.566518029
3944,Paenibacillus_terrigena_DSM_21567,0,93364,0,5510,93363,0,114605,51648,25,0.571205895,114605,51648,25,0.571205895
3945,Paenisporosarcina_sp_TG-14,0,52471,0,3657,52470,0,55152,29441,23,0.557348539,55152,29441,23,0.557348539
3946,Pantoea_sp_A4,0,79219,0,4430,79218,0,113679,43808,13,0.552867597,113679,43808,13,0.552867597
3947,Pantoea_sp_IMH,0,58172,0,3494,58171,0,87767,30191,15,0.533641818,87767,30191,15,0.533641818
3948,Parabacteroides_gordonii_DSM_23371,0,92904,0,4955,92903,0,114899,52578,20,0.578691851,114899,52578,20,0.578691851
3949,Parabacteroides_sp_ASF519,0,92021,0,5447,92020,0,125178,51296,28,0.565842136,125178,51296,28,0.565842136
3950,Paracoccus_sp_J39,0,89631,0,4137,89630,0,153675,46916,13,0.542351038,153675,46916,13,0.542351038
3951,Paracoccus_sp_N5,0,65364,0,3939,65363,0,93888,34546,23,0.534641488,93888,34546,23,0.534641488
3952,Paracoccus_sp_TRP,0,62437,0,3793,62436,0,94125,32534,20,0.53296474,94125,32534,20,0.53296474
3953,Paracoccus_zeaxanthinifaciens_ATCC_21588,0,49132,0,2859,49131,0,56550,28282,4,0.577060196,56550,28282,4,0.577060196
3954,Parvularcula_oceani,0,47443,0,3059,47442,0,70863,24987,15,0.525403622,70863,24987,15,0.525403622
3955,Patulibacter_americanus_DSM_16676,0,58969,0,4088,58968,0,88665,31959,19,0.539982566,88665,31959,19,0.539982566
3956,Patulibacter_minatonensis_DSM_18081,0,60359,0,5028,60358,0,62385,34504,44,0.568734969,62385,34504,44,0.568734969
3957,Paucisalibacillus_sp_EB02,0,61448,0,3968,61447,0,88676,33382,15,0.535345686,88676,33382,15,0.535345686
3958,Pedobacter_borealis_DSM_19626,0,55007,0,4713,55006,0,67510,30798,52,0.554854806,67510,30798,52,0.554854806
3959,Pedobacter_oryzae_DSM_19973,0,39525,0,3067,39524,0,55995,21030,30,0.513453064,55995,21030,30,0.513453064
3960,Pedobacter_sp_R20-19,0,51991,0,4248,51990,0,62168,29314,31,0.557504434,62168,29314,31,0.557504434
3961,Pelosinus_fermentans_DSM_17108,0,98431,0,4593,98430,0,160905,52906,27,0.543664444,160905,52906,27,0.543664444
3962,Peptoniphilus_rhinitidis_1-13,0,29093,0,1849,29092,0,51899,15163,10,0.528181629,51899,15163,10,0.528181629
3963,Peptoniphilus_senegalensis_JC140,0,27908,0,1748,27907,0,41164,14503,12,0.535824249,41164,14503,12,0.535824249
3964,Peptoniphilus_sp_ChDC_B134,0,26930,0,1409,26929,0,46970,13848,2,0.519311972,46970,13848,2,0.519311972
3965,Peptoniphilus_timonensis_JC401,0,27658,0,1950,27657,0,34445,15265,24,0.559243065,34445,15265,24,0.559243065
3966,Peptostreptococcaceae_bacterium_CM5,0,39506,0,2325,39505,0,65638,20432,13,0.527000133,65638,20432,13,0.527000133
